ID,Praktik,Tidak_praktik,Tidur
1,0.0,29.659688888888887,0.0
2,29.659688888888887,0.0,0.0
3,29.659688888888887,0.0,0.0
4,15.396377827715359,14.263311061173528,0.0
5,29.15980649188514,0.4998823970037476,0.0
6,29.659688888888887,0.0,0.0
7,4.398965093632958,25.260723795255927,0.0
8,29.35975945068664,0.2999294382022484,0.0
9,25.69395520599251,3.965733682896378,0.0
10,29.659688888888887,0.0,0.0
11,5.465380873907615,24.19430801498127,0.0
12,29.659688888888887,0.0,0.0
13,29.526386916354554,0.1333019725343334,0.0
14,29.193131985018724,0.4665569038701636,0.0
15,3.099270861423221,26.560418027465666,0.0
16,1.5996236704119862,28.0600652184769,0.0
17,29.12648099875156,0.5332078901373283,0.0
18,0.29992943820224727,29.35975945068664,0.0
19,28.993179026217227,0.6665098626716608,0.0
20,13.530150212234705,16.12953867665418,0.0
21,1.5329726841448188,28.12671620474407,0.0
27,4.032384669163546,25.460676754057424,0.0
32,6.498471161048687,22.894613782771536,0.0
36,29.293108464419475,0.0,0.0
41,0.0,29.22645747815231,0.0
45,28.69324958801498,0.0,0.0
48,28.293343670411986,0.2666039450686637,0.0
52,0.0,28.35999465667915,0.0
54,28.326669163545567,0.0,0.0
56,27.72681028714107,0.0,0.0
63,26.460441548064917,0.49988239700374537,0.0
66,0.0,26.893672958801496,0.0
72,13.130244294631707,13.663452184769042,0.0
73,0.0,26.793696479400747,0.0
75,26.72704549313358,0.033325493133582906,0.0
76,26.260488589263424,0.3999059176029913,0.0
87,24.76084139825218,1.39967071161049,0.0
89,25.993884644194754,0.09997647940074872,0.0
91,7.331608489388266,18.662276154806488,0.0
93,0.0,25.960559151061172,0.0
110,24.594213932584264,0.1333019725343343,0.0
115,0.5665333832709116,23.761076604244693,0.0
116,24.16098252184769,0.0,0.0
128,1.09974127340824,22.62800983770287,0.0
132,0.0,23.561123645443196,0.0
133,23.49447265917603,0.0,0.0
141,23.1612177278402,0.0,0.0
152,0.0,22.428056878901373,0.0
153,1.8662276154806499,20.461852784019975,0.0
154,13.230220774032459,9.097859625468164,0.0
166,21.594919550561798,0.0,0.0
171,0.03332549313358335,21.095037153558053,0.0
172,0.0,21.061711660424468,0.0
173,1.1330667665418233,19.89531940074906,0.0
182,0.0,20.495178277153556,0.0
183,0.0,20.461852784019975,0.0
184,0.0,20.461852784019975,0.0
193,15.496354307116098,4.23233762796505,0.0
197,0.13330197253433163,19.495413483146066,0.0
212,0.0,18.795578127340825,0.0
213,18.195719250936328,0.0,0.0
215,0.0,17.362581922596753,0.0
222,15.396377827715355,0.09997647940074827,0.0
224,14.096683595505617,1.3330197253433216,0.0
225,0.0,15.396377827715355,0.0
237,12.69701288389513,2.3327845193508114,0.0
242,14.629891485642947,0.2332784519350799,0.0
256,0.0,14.063358102372034,0.0
258,4.298988614232208,9.397789063670412,0.0
262,11.730573583021219,1.8662276154806534,0.0
265,13.196895280898875,0.23327845193508168,0.0
273,0.0,12.463734431960049,0.0
276,12.430408938826467,0.0,0.0
281,9.664393008739076,2.6993649438202247,0.0
285,0.033325493133581574,12.163804993757804,0.0
288,11.663922596754055,0.23327845193508168,0.0
295,0.0,11.230691186017477,0.0
302,0.0,10.664157802746566,0.0
307,7.031679051186021,3.199247340823966,0.0
310,5.132125942571783,4.632243545568041,0.0
311,8.464675255930086,1.2663687390761567,0.0
314,7.298282996254677,2.2994590262172316,0.0
316,3.432525792759048,5.7653103121098646,0.0
323,0.0,8.997883146067416,0.0
328,0.1333019725343334,8.264722297128586,0.0
331,0.0,8.198071310861422,0.0
332,8.131420324594256,0.03332549313358513,0.0
334,0.0,7.931467365792759,0.0
338,0.0,7.464910461922596,0.0
341,0.13330197253432985,7.065004544319603,0.0
344,0.0,7.098330037453184,0.0
346,5.165451435705371,1.6996001498127313,0.0
347,6.498471161048688,0.2999294382022484,0.0
354,6.2651927091136095,0.09997647940074827,0.0
360,0.0,5.965263270911361,0.0
363,3.865757203495633,1.8662276154806463,0.0
364,0.2999294382022484,5.432055380774031,0.0
367,0.0,5.698659325842694,0.0
369,0.033325493133581574,5.532031860174783,0.0
370,5.432055380774031,0.0,0.0
374,0.0,5.365404394506864,0.0
375,0.0,5.365404394506864,0.0
377,5.165451435705368,0.0,0.0
387,1.6662746566791498,3.2658983270911364,0.0
395,0.06665098626716315,4.1656866416978815,0.0
397,0.4332314107365782,3.6991297378277146,0.0
400,0.0,4.06571016229713,0.0
404,2.2328080399500614,1.7995766292134832,0.0
405,3.8324317103620444,0.1333019725343334,0.0
413,0.0,3.465851285892633,0.0
414,0.0,3.332549313358303,0.0
419,0.033325493133581574,3.1992473408239697,0.0
420,1.266368739076146,1.899553108614242,0.0
421,0.0,3.132596354556803,0.0
423,0.19995295880149655,2.7993414232209766,0.0
426,0.0,2.8326669163545546,0.0
433,2.099506067415728,0.09997647940075183,0.0
436,1.233043245942568,0.3999059176030002,0.0
437,1.033090287141075,0.5332078901373265,0.0
438,0.53320789013733,0.9664393008739047,0.0
446,0.03332549313358513,0.9997647940074899,0.0
453,0.6998353558052415,0.09997647940075183,0.0
455,0.033325493133581574,0.7331608489388266,0.0
457,0.0,0.6331843695380783,0.0
458,0.5998588764044932,0.03332549313358513,0.0
